Anno,Relazione 1,Source,Relazione 2,Target
1977,Stone Castle Carimate (CO),1140,Rotolando respirando,760
1977,Franco Monaldi,1484,Rotolando respirando,760
1977,Franco Santamaria,1733,Rotolando respirando,760
1977,Samuele Baracchetti,1975,Rotolando respirando,760
1977,Adriano Celentano,5,Disco dance,388
1977,Clan Celentano,932,Disco dance,388
1977,Natale Massara,1556,Disco dance,388
1977,Franco Santamaria,1733,Disco dance,388
1977,Samuele Baracchetti,1975,Disco dance,388
1977,Eugenio Finardi,55,Diesel,384
1977,Cramps,935,Diesel,384
1977,Paolo Tofani,1354,Diesel,384
1977,Claudio Pascoli,1453,Diesel,384
1977,Walter Calloni,2278,Diesel,384
1977,Ares Tavolazzi,2299,Diesel,384
1977,Hugh Bullen,2354,Diesel,384
1977,Paolo Tofani,2634,Diesel,384
1977,Lucio Bardi,2565,Diesel,384
1977,Patrizio Fariselli,2890,Diesel,384
1977,Lucio Fabbri,3014,Diesel,384
1977,Claudio Pascoli,3072,Diesel,384
1977,Renato Zero,160,Zerofobia,902
1977,RCA,974,Zerofobia,902
1977,Studi RCA Roma,1150,Zerofobia,902
1977,Piero Pintucci,1369,Zerofobia,902
1977,Rodolfo Bianchi,1393,Zerofobia,902
1977,Ruggero Cini,1585,Zerofobia,902
1977,Maurizio Montanesi,1881,Zerofobia,902
1977,Massimo Buzzi,2193,Zerofobia,902
1977,Mario Scotti,2379,Zerofobia,902
1977,Luciano Ciccaglioni,2563,Zerofobia,902
1977,Alessandro Centofanti,2714,Zerofobia,902
1977,Ornella Vanoni,145,"Io dentro, io fuori",523
1977,Vanilla,985,"Io dentro, io fuori",523
1977,Studi Fonit Cetra,1146,"Io dentro, io fuori",523
1977,Studio G Genova,1164,"Io dentro, io fuori",523
1977,Studio Quattro Uno Roma,1175,"Io dentro, io fuori",523
1977,Sergio Bardotti,1400,"Io dentro, io fuori",523
1977,Gepy & Gepy (Giampiero Scalamogna),1286,"Io dentro, io fuori",523
1977,Adelmo Musso,1422,"Io dentro, io fuori",523
1977,Gianfranco Lombardi,1495,"Io dentro, io fuori",523
1977,Giorgio Brusatin,2050,"Io dentro, io fuori",523
1977,Gianni Belleno,2148,"Io dentro, io fuori",523
1977,Giorgio D'Adamo,2344,"Io dentro, io fuori",523
1977,Ricky Belloni,2657,"Io dentro, io fuori",523
1977,Vittorio De Scalzi,2700,"Io dentro, io fuori",523
1977,Nico Di Palo,3385,"Io dentro, io fuori",523
1977,Matia Bazar,125,Gran bazar,463
1977,Ariston,908,Gran bazar,463
1977,Studi Ariston Milano,1142,Gran bazar,463
1977,Salvatore Stellita,1397,Gran bazar,463
1977,Fausto Papetti,59,24ma raccolta,214
1977,Durium,940,24ma raccolta,214
1977,Giancarlo Sorio,1292,24ma raccolta,214
1977,Pierluigi Bisleri,1933,24ma raccolta,214
1977,Ugo Scerbo,2012,24ma raccolta,214
1977,Alan Sorrenti,7,Figli delle stelle,431
1977,EMI,942,Figli delle stelle,431
1977,Stone Castle Carimate (CO),1140,Figli delle stelle,431
1977,Corrado Bacchelli,1241,Figli delle stelle,431
1977,Jay Graydon,1519,Figli delle stelle,431
1977,Ezio De Rosa,1715,Figli delle stelle,431
1977,Giancarlo Iannucci,1748,Figli delle stelle,431
1977,Luca Rossi,1814,Figli delle stelle,431
1977,Roberto Mesa,1959,Figli delle stelle,431
1977,Virginio Fusaro,2020,Figli delle stelle,431
1977,Arun Chakraverty,2033,Figli delle stelle,431
1977,Walter Martino,2281,Figli delle stelle,431
1977,Dino Cappa,2321,Figli delle stelle,431
1977,Jay Graydon,2553,Figli delle stelle,431
1977,David Foster       ,2751,Figli delle stelle,431
1977,Umberto Balsamo,197,Malgrado tutto l'angelo azzurro,624
1977,Polydor,971,Malgrado tutto l'angelo azzurro,624
1977,Gian Piero Reverberi,1492,Malgrado tutto l'angelo azzurro,624
1977,Pierluigi Bisleri,1933,Malgrado tutto l'angelo azzurro,624
1977,John Calderwood,1798,Malgrado tutto l'angelo azzurro,624
1977,Lucio Dalla,2833,Com'è profondo il mare,343
1977,RCA,974,Com'è profondo il mare,343
1977,Studi RCA Roma,1150,Com'è profondo il mare,343
1977,Stone Castle Carimate (CO),1140,Com'è profondo il mare,343
1977,Alessandro Colombini,1213,Com'è profondo il mare,343
1977,Ezio De Rosa,1715,Com'è profondo il mare,343
1977,Giovanni Pezzoli,2157,Com'è profondo il mare,343
1977,Marco Nanni,2376,Com'è profondo il mare,343
1977,Jimmy Villotti,2555,Com'è profondo il mare,343
1977,Luciano Ciccaglioni,2563,Com'è profondo il mare,343
1977,Rosalino Cellamare (Ron),2672,Com'è profondo il mare,343
1977,Alessandro Centofanti,2714,Com'è profondo il mare,343
1977,Fabio Liberatori,2762,Com'è profondo il mare,343
1977,Gaetano Zoccanali,3097,Com'è profondo il mare,343
1977,Gianni Oddi,3103,Com'è profondo il mare,343
1977,Baba Yaga,3224,Com'è profondo il mare,343
1977,Goblin,83,Suspiria (colonna sonora),818
1977,Cinevox,931,Suspiria (colonna sonora),818
1977,Ortophonic Roma,1104,Suspiria (colonna sonora),818
1977,Giuseppe Mastroianni,1776,Suspiria (colonna sonora),818
1977,Stefano Rosso,183,Una storia disonesta,874
1977,RCA,974,Una storia disonesta,874
1977,Antonio Rampotti,1643,Una storia disonesta,874
1977,Massimo Buzzi,2193,Una storia disonesta,874
1977,Piero Ricci,2406,Una storia disonesta,874
1977,Luciano Ciccaglioni,2563,Una storia disonesta,874
1977,Michael Fraser,2869,Una storia disonesta,874
1977,Baba Yaga,3224,Una storia disonesta,874
1977,Mina,130,Mina con bigné,647
1977,PDU,967,Mina con bigné,647
1977,La Basilica Milano,1070,Mina con bigné,647
1977,Vittorio Buffoli,1602,Mina con bigné,647
1977,Abramo Pesatori,1605,Mina con bigné,647
1977,Nuccio Rinaldis,1909,Mina con bigné,647
1977,Il Guardiano del Faro,91,Domani,391
1977,Cetra,925,Domani,391
1977,Giulio Libano,1509,Domani,391
1977,Tullio De Piscopo,2273,Domani,391
1977,Gigi Cappellotto,2341,Domani,391
1977,Ernesto Verardi,2502,Domani,391
1977,Sergio Farina,2680,Domani,391
1977,Alberto Radius,10,Carta straccia,321
1977,CGD,926,Carta straccia,321
1977,Idea Recording Milano,1064,Carta straccia,321
1977,Antonio Pisanello,1642,Carta straccia,321
1977,Enzo Maffione,1707,Carta straccia,321
1977,Tullio De Piscopo,2273,Carta straccia,321
1977,Julius Farmer,2364,Carta straccia,321
1977,Franco Graniero,2777,Carta straccia,321
1977,Roberto Carlotto,2915,Carta straccia,321
1977,Stefano Pulga,2945,Carta straccia,321
1977,Claudio Pascoli,3072,Carta straccia,321
1977,Angelo Branduardi,18,La pulce d'acqua,577
1977,Polydor,971,La pulce d'acqua,577
1977,Studi Fonit Cetra Milano,1147,La pulce d'acqua,577
1977,Dory Zard,1256,La pulce d'acqua,577
1977,Maurizio Fabrizio,1544,La pulce d'acqua,577
1977,Plinio Chiesa,1944,La pulce d'acqua,577
1977,Giancarlo Jametti,1749,La pulce d'acqua,577
1977,Arun Chakraverty,2033,La pulce d'acqua,577
1977,Andy Surdi,2089,La pulce d'acqua,577
1977,Gigi Cappellotto,2341,La pulce d'acqua,577
1977,Roberto Puleo,2665,La pulce d'acqua,577
1977,Franco Di Sabatino,2776,La pulce d'acqua,577
1978,Antonello Venditti,22,Sotto il segno dei pesci,801
1978,Philips,970,Sotto il segno dei pesci,801
1978,Trafalgar Roma,1189,Sotto il segno dei pesci,801
1978,Michelangelo Romano,1342,Sotto il segno dei pesci,801
1978,Gaetano Ria,1742,Sotto il segno dei pesci,801
1978,Arun Chakraverty,2033,Sotto il segno dei pesci,801
1978,Marcello Vento,2187,Sotto il segno dei pesci,801
1978,Marco Vannozzi,2377,Sotto il segno dei pesci,801
1978,Claudio Prosperini,2483,Sotto il segno dei pesci,801
1978,Andrea Carpi,2450,Sotto il segno dei pesci,801
1978,Carlo Siliotto,2980,Sotto il segno dei pesci,801
1978,Marco Valentini,3133,Sotto il segno dei pesci,801
1978,Lucio Battisti,114,Una donna per amico,870
1978,Numero Uno,966,Una donna per amico,870
1978,Manor (UK),1081,Una donna per amico,870
1978,Audio International Studio (UK),1010,Una donna per amico,870
1978,Geoff Westley,1285,Una donna per amico,870
1978,Francesco De Gregori,64,De Gregori (LP),374
1978,RCA,974,De Gregori (LP),374
1978,Ubaldo Consoli,2010,De Gregori (LP),374
1978,Franco Di Stefano,2133,De Gregori (LP),374
1978,Mario Scotti,2379,De Gregori (LP),374
1978,George Sims,2528,De Gregori (LP),374
1978,Alberto Visentin,2711,De Gregori (LP),374
1978,Renato Zero,160,Zerolandia,903
1978,RCA,974,Zerolandia,903
1978,Studi RCA Roma,1150,Zerolandia,903
1978,Rodolfo Bianchi,1393,Zerolandia,903
1978,Piero Pintucci,1570,Zerolandia,903
1978,Ruggero Cini,1585,Zerolandia,903
1978,Maurizio Montanesi,1881,Zerolandia,903
1978,Marcello Spiridioni,2061,Zerolandia,903
1978,Massimo Buzzi,2193,Zerolandia,903
1978,Mario Scotti,2379,Zerolandia,903
1978,Luciano Ciccaglioni,2563,Zerolandia,903
1978,Alessandro Centofanti,2714,Zerolandia,903
1978,Ruggero Cini,2927,Zerolandia,903
1978,Gianni Oddi,3103,Zerolandia,903
1978,Rodolfo Bianchi,3176,Zerolandia,903
1978,Pooh,155,Boomerang,283
1978,CGD,926,Boomerang,283
1978,Stone Castle Carimate (CO),1140,Boomerang,283
1978,Franco Monaldi,1484,Boomerang,283
1978,Ezio De Rosa,1715,Boomerang,283
1978,Ruggero Penazzo,1972,Boomerang,283
1978,Virginio Fusaro,2020,Boomerang,283
1978,Arun Chakraverty,2033,Boomerang,283
1978,Riccardo Cocciante,163,Riccardo Cocciante (LP),746
1978,RCA,974,Riccardo Cocciante (LP),746
1978,Studi RCA Roma,1150,Riccardo Cocciante (LP),746
1978,Marco Luberti,1322,Riccardo Cocciante (LP),746
1978,Giovanni Tommaso,1508,Riccardo Cocciante (LP),746
1978,Giuseppe Bernardini,1775,Riccardo Cocciante (LP),746
1978,Giacomo Tosti,1745,Riccardo Cocciante (LP),746
1978,Roger Secco,2243,Riccardo Cocciante (LP),746
1978,Adriano Giordanella,2081,Riccardo Cocciante (LP),746
1978,Giovanni Tommaso,2346,Riccardo Cocciante (LP),746
1978,Goerges Augier,2543,Riccardo Cocciante (LP),746
1978,Tony Sidney,2689,Riccardo Cocciante (LP),746
1978,Alberto Visentin,2711,Riccardo Cocciante (LP),746
1978,Federico Troiani,2770,Riccardo Cocciante (LP),746
1978,Umberto Tozzi,198,Tu,848
1978,CGD,926,Tu,848
1978,Giancarlo Bigazzi,1289,Tu,848
1978,Franco Monaldi,1484,Tu,848
1978,Enzo Maffione,1707,Tu,848
1978,Marco Inzadi,1837,Tu,848
1978,Giuseppe Vicari,2052,Tu,848
1978,Euro Cristiani,2128,Tu,848
1978,Guido Guglielminetti,2350,Tu,848
1978,Tore Melillo,2691,Tu,848
1978,Roberto Zanaboni,2920,Tu,848
1978,Fabrizio De André,58,Rimini,750
1978,Ricordi,976,Rimini,750
1978,Gian Piero Reverberi,1492,Rimini,750
1978,Guido Di Toma,2054,Rimini,750
1978,Tullio De Piscopo,2273,Rimini,750
1978,Bruno Crovetto,2308,Rimini,750
1978,Marco Zoccheddu,2574,Rimini,750
1978,Gian Piero Reverberi,2786,Rimini,750
1978,Riccardo Pellegrini,3037,Rimini,750
1978,Dori Ghezzi,3251,Rimini,750
1978,Lella Esposito,3333,Rimini,750
1978,Vanda Radicchi,3457,Rimini,750
1978,Adriano Celentano,5,Ti avrò,836
1978,Clan Celentano,932,Ti avrò,836
1978,Regson Milano,1120,Ti avrò,836
1978,Danny Besquet,1245,Ti avrò,836
1978,Miki Del Prete,1346,Ti avrò,836
1978,Natale Massara,1556,Ti avrò,836
1978,Roberto Colombo,1580,Ti avrò,836
1978,Tony Mimms,1597,Ti avrò,836
1978,Roberto Vecchioni,167,"Calabuig, Stranamore e altri incidenti",295
1978,Philips,970,"Calabuig, Stranamore e altri incidenti",295
1978,GRS Milano,1061,"Calabuig, Stranamore e altri incidenti",295
1978,Michelangelo Romano,1342,"Calabuig, Stranamore e altri incidenti",295
1978,Mauro Paoluzzi,1547,"Calabuig, Stranamore e altri incidenti",295
1978,Bruno Malasoma,1658,"Calabuig, Stranamore e altri incidenti",295
1978,Mauro Paoluzzi,2202,"Calabuig, Stranamore e altri incidenti",295
1978,Billy Zanelli,2304,"Calabuig, Stranamore e altri incidenti",295
1978,Stefano Pulga,2945,"Calabuig, Stranamore e altri incidenti",295
1978,Lucio Fabbri,3014,"Calabuig, Stranamore e altri incidenti",295
1978,F.lli La Bionda,56,La Bionda (LP),558
1978,Baby Records,911,La Bionda (LP),558
1978,Country Lane (GER),1034,La Bionda (LP),558
1978,Carmelo La Bionda,1233,La Bionda (LP),558
1978,Charlie Ricanek,1447,La Bionda (LP),558
1978,Francesco Guccini,65,Amerigo,238
1978,EMI,942,Amerigo,238
1978,GRS Milano,1061,Amerigo,238
1978,Pier Farri,1361,Amerigo,238
1978,Bruno Malasoma,1658,Amerigo,238
1978,Ellade Bandini,2122,Amerigo,238
1978,Flaviano Cuffari,2131,Amerigo,238
1978,Vincenzo Palermo,2274,Amerigo,238
1978,René Mantegna,2228,Amerigo,238
1978,Ares Tavolazzi,2299,Amerigo,238
1978,Dino D'Autorio,2322,Amerigo,238
1978,Gianemilio Tassoni,2339,Amerigo,238
1978,Gianfranco Coletta,2532,Amerigo,238
1978,"Juan Carlos ""Flaco"" Biondini",2558,Amerigo,238
1978,Vince Tempera,2958,Amerigo,238
1978,Giorgio Massini,3105,Amerigo,238
1978,Alunni del Sole,14,Liù,607
1978,Ricordi,976,Liù,607
1978,Piero Colasanti,1366,Liù,607
1978,Gian Piero Reverberi,1492,Liù,607
1978,Patty Pravo,150,Miss Italia,652
1978,RCA,974,Miss Italia,652
1978,Studi RCA Roma,1150,Miss Italia,652
1978,Studio Quattro Uno Roma,1175,Miss Italia,652
1978,Stone Castle Carimate (CO),1140,Miss Italia,652
1978,Mario Zampa,1328,Miss Italia,652
1978,Tony Platt,2009,Miss Italia,652
1978,Sandro Secondino,1979,Miss Italia,652
1978,Piero Mannucci,2070,Miss Italia,652
1978,Flaviano Cuffari,2131,Miss Italia,652
1978,Gianni Dall'Aglio,2149,Miss Italia,652
1978,Walter Martino,2281,Miss Italia,652
1978,Bob Callero,2305,Miss Italia,652
1978,Dino Cappa,2321,Miss Italia,652
1978,Dino D'Autorio,2322,Miss Italia,652
1978,Aldo Tamborrelli,2445,Miss Italia,652
1978,Nicola Di Staso,2622,Miss Italia,652
1978,Claudio Maioli,2741,Miss Italia,652
1978,Claudio Simonetti,2743,Miss Italia,652
1978,Stefano Sabatini,2946,Miss Italia,652
1978,New Trolls,136,Aldebaran,231
1978,Warner Bros,991,Aldebaran,231
1978,Regson Milano,1120,Aldebaran,231
1978,Studi Ricordi Milano,1152,Aldebaran,231
1978,Studio Hérouville (FRA),1167,Aldebaran,231
1978,Sergio Bardotti,1400,Aldebaran,231
1978,Gianfranco Lombardi,1495,Aldebaran,231
1978,Carlo Martenet,1662,Aldebaran,231
1978,Christophe Bonno,1674,Aldebaran,231
1978,Paolo Bocchi,1913,Aldebaran,231
1978,Yves Delaunay,2080,Aldebaran,231
1978,Fausto Papetti,59,26ma raccolta,215
1978,Durium,940,26ma raccolta,215
1978,Studi Durium Milano,1145,26ma raccolta,215
1978,Giancarlo Sorio,1292,26ma raccolta,215
1978,Reddy Bobbio,1577,26ma raccolta,215
1978,Pierluigi Bisleri,1933,26ma raccolta,215
1978,Lucio Dalla,115,Lucio Dalla (LP),616
1978,RCA,974,Lucio Dalla (LP),616
1978,Stone Castle Carimate (CO),1140,Lucio Dalla (LP),616
1978,Alessandro Colombini,1213,Lucio Dalla (LP),616
1978,Gian Piero Reverberi,1492,Lucio Dalla (LP),616
1978,Ezio De Rosa,1715,Lucio Dalla (LP),616
1978,Maurizio Peverali,1882,Lucio Dalla (LP),616
1978,Marcello Spiridioni,2061,Lucio Dalla (LP),616
1978,Giovanni Pezzoli,2157,Lucio Dalla (LP),616
1978,Marco Nanni,2376,Lucio Dalla (LP),616
1978,Ricky Portera,2658,Lucio Dalla (LP),616
1978,Roberto Colombo,2661,Lucio Dalla (LP),616
1978,Cecco La Notte,2473,Lucio Dalla (LP),616
1978,Paolo Del Conte,2629,Lucio Dalla (LP),616
1978,Terzaghi,2686,Lucio Dalla (LP),616
1978,Aldo Banfi,2712,Lucio Dalla (LP),616
1978,Claudio Baglioni,35,E tu come stai?,408
1978,CBS,923,E tu come stai?,408
1978,Studio Hérouville (FRA),1167,E tu come stai?,408
1978,Studio Acquarius (FRA),1158,E tu come stai?,408
1978,Rodolfo Bianchi,1393,E tu come stai?,408
1978,Fabrizio Intra,1478,E tu come stai?,408
1978,Christian Orsini,2041,E tu come stai?,408
1978,Massimo Buzzi,2193,E tu come stai?,408
1978,Fabio Pignatelli,2326,E tu come stai?,408
1978,Luciano Ciccaglioni,2563,E tu come stai?,408
1978,Adriano Celentano,5,Geppo il folle,446
1978,Clan Celentano,932,Geppo il folle,446
1978,Regson Milano,1120,Geppo il folle,446
1978,Miki Del Prete,1346,Geppo il folle,446
1978,Paolo Bocchi,1913,Geppo il folle,446
1978,Ornella Vanoni,145,Vanoni (LP),882
1978,Vanilla,985,Vanoni (LP),882
1978,Regson Milano,1120,Vanoni (LP),882
1978,Studio Quattro Uno Roma,1175,Vanoni (LP),882
1978,Studi Fonit Cetra Milano,1147,Vanoni (LP),882
1978,Sergio Bardotti,1400,Vanoni (LP),882
1978,Paolo Bocchi,1913,Vanoni (LP),882
1978,Franco Finetti,1731,Vanoni (LP),882
1978,Massimo Becagli,1861,Vanoni (LP),882
1978,Stefano Taccaliti,1997,Vanoni (LP),882
1978,Lucio Fois,2181,Vanoni (LP),882
1978,Beppe Quirici,2302,Vanoni (LP),882
1978,Michele Culotta,2614,Vanoni (LP),882
1978,Gilberto Martellieri,2797,Vanoni (LP),882
1979,Pooh,155,Viva,891
1979,CGD,926,Viva,891
1979,Stone Castle Carimate (CO),1140,Viva,891
1979,Ezio De Rosa,1715,Viva,891
1979,Luca Rossi,1814,Viva,891
1979,Arun Chakraverty,2033,Viva,891
1979,Antonello Venditti,22,Buona domenica,290
1979,Philips,970,Buona domenica,290
1979,Mammouth Roma,1080,Buona domenica,290
1979,Trafalgar Roma,1189,Buona domenica,290
1979,Stone Castle Carimate (CO),1140,Buona domenica,290
1979,Michelangelo Romano,1342,Buona domenica,290
1979,Giuseppe Mazzuca,1510,Buona domenica,290
1979,Nicola Samale,1558,Buona domenica,290
1979,Agostino Marangolo,2082,Buona domenica,290
1979,Duilio Sorrenti,2120,Buona domenica,290
1979,Marcello Vento,2187,Buona domenica,290
1979,Walter Gonini,2279,Buona domenica,290
1979,Walter Martino,2281,Buona domenica,290
1979,Marco Vannozzi,2377,Buona domenica,290
1979,Andrea Carpi,2450,Buona domenica,290
1979,Claudio Prosperini,2483,Buona domenica,290
1979,Fabio Pignatelli,2511,Buona domenica,290
1979,Massimo Morante,2584,Buona domenica,290
1979,Alessandro Centofanti,2714,Buona domenica,290
1979,Maurizio Guarini,2861,Buona domenica,290
1979,Carlo Siliotto,2980,Buona domenica,290
1979,Julio Iglesias,100,Sono un pirata sono un signore,798
1979,CBS,923,Sono un pirata sono un signore,798
1979,Daniele Delfitto,2043,Sono un pirata sono un signore,798
1979,Adriano Celentano,5,Soli,795
1979,Clan Celentano,932,Soli,795
1979,Regson Milano,1120,Soli,795
1979,Miki Del Prete,1346,Soli,795
1979,Tony Mimms,1409,Soli,795
1979,Alan Sorrenti,7,L.A. & N.Y.,544
1979,EMI,942,L.A. & N.Y.,544
1979,Renato Zero,160,EroZero,422
1979,RCA,974,EroZero,422
1979,Studi RCA Roma,1150,EroZero,422
1979,Piero Pintucci,1369,EroZero,422
1979,Mario Meuti,1849,EroZero,422
1979,Raffaele Di Maio,1946,EroZero,422
1979,Sandro Secondino,1979,EroZero,422
1979,Marcello Spiridioni,2061,EroZero,422
1979,Massimo Buzzi,2193,EroZero,422
1979,Mario Scotti,2379,EroZero,422
1979,Luciano Ciccaglioni,2563,EroZero,422
1979,Alessandro Centofanti,2714,EroZero,422
1979,Umberto Tozzi,198,Gloria,460
1979,CGD,926,Gloria,460
1979,Union Studios (GER),1194,Gloria,460
1979,Giancarlo Bigazzi,1289,Gloria,460
1979,Curtis Drake,1243,Gloria,460
1979,Curtis Drake,1687,Gloria,460
1979,Angelo Branduardi,18,Cogli la prima mela,341
1979,Polydor,971,Cogli la prima mela,341
1979,Country Lane (GER),1034,Cogli la prima mela,341
1979,David Zard,1252,Cogli la prima mela,341
1979,Dory Zard,1256,Cogli la prima mela,341
1979,Maurizio Fabrizio,1544,Cogli la prima mela,341
1979,Peter Floss,1927,Cogli la prima mela,341
1979,Plinio Chiesa,1944,Cogli la prima mela,341
1979,Andy Surdi,2089,Cogli la prima mela,341
1979,Gigi Cappellotto,2341,Cogli la prima mela,341
1979,Roberto Puleo,2665,Cogli la prima mela,341
1979,Franco Di Sabatino,2776,Cogli la prima mela,341
1979,Riccardo Cocciante,163,E io canto,405
1979,RCA,974,E io canto,405
1979,Studi RCA Roma,1150,E io canto,405
1979,Derek Wilson,2119,E io canto,405
1979,Dino Cappa,2321,E io canto,405
1979,Carlo Pennisi,2469,E io canto,405
1979,Maurizio Guarini,2861,E io canto,405
1979,Alberto Visentin,2711,E io canto,405
1979,Miguel Bosé,128,Chicas!,333
1979,CBS,923,Chicas!,333
1979,GRS Milano,1061,Chicas!,333
1979,CBS (UK),1020,Chicas!,333
1979,Sonoland (SPA),1134,Chicas!,333
1979,Carlo Assalini,1660,Chicas!,333
1979,F.lli La Bionda,56,Bandido (1979),267
1979,Baby Records,911,Bandido (1979),267
1979,Stone Castle Carimate (CO),1140,Bandido (1979),267
1979,Musicland (GER),1092,Bandido (1979),267
1979,Olympia (GER),1099,Bandido (1979),267
1979,Charlie Ricanek,1447,Bandido (1979),267
1979,Rettore,162,Brivido divino,285
1979,Ariston,908,Brivido divino,285
1979,Studi Ariston Milano,1142,Brivido divino,285
1979,Roberto Dané,1388,Brivido divino,285
1979,Pinuccio Pirazzoli,1574,Brivido divino,285
1979,Roberto Villichich,1964,Brivido divino,285
1979,Tullio De Piscopo,2273,Brivido divino,285
1979,Andy Surdi,2089,Brivido divino,285
1979,Mario Lamberti,2190,Brivido divino,285
1979,Gigi Cappellotto,2341,Brivido divino,285
1979,Ernesto Verardi,2502,Brivido divino,285
1979,Sergio Farina,2680,Brivido divino,285
1979,Stefano Pulga,2945,Brivido divino,285
1979,Oscar Rocchi,2884,Brivido divino,285
1979,Claudio Pascoli,3072,Brivido divino,285
1979,Alberto Fortis,9,Alberto Fortis (LP),230
1979,Philips,970,Alberto Fortis (LP),230
1979,Stone Castle Carimate (CO),1140,Alberto Fortis (LP),230
1979,Alberto Salerno,1212,Alberto Fortis (LP),230
1979,Claudio Fabi,1450,Alberto Fortis (LP),230
1979,Ezio De Rosa,1715,Alberto Fortis (LP),230
1979,Tony Platt,2009,Alberto Fortis (LP),230
1979,Arun Chakraverty,2033,Alberto Fortis (LP),230
1979,Franz Di Cioccio,2137,Alberto Fortis (LP),230
1979,Patrick Djivas,2403,Alberto Fortis (LP),230
1979,Franco Mussida,2525,Alberto Fortis (LP),230
1979,Flavio Premoli,2774,Alberto Fortis (LP),230
1979,Claudio Pascoli,3072,Alberto Fortis (LP),230
1979,Ivan Graziani,97,Agnese dolce Agnese,223
1979,Numero Uno,966,Agnese dolce Agnese,223
1979,Il Mulino Anzano (CO),1066,Agnese dolce Agnese,223
1979,Angelo Franchi,1431,Agnese dolce Agnese,223
1979,Piero Bravin,1934,Agnese dolce Agnese,223
1979,Silvano D'Auria,1986,Agnese dolce Agnese,223
1979,Guido Di Toma,2054,Agnese dolce Agnese,223
1979,Gilberto Rossi,2151,Agnese dolce Agnese,223
1979,Walter Calloni,2278,Agnese dolce Agnese,223
1979,Beppe Pippi,2301,Agnese dolce Agnese,223
1979,Bob Callero,2305,Agnese dolce Agnese,223
1979,Claudio Maioli,2741,Agnese dolce Agnese,223
1979,Fabrizio Moschini,2767,Agnese dolce Agnese,223
1979,Le Orme,144,Florian,437
1979,Philips,970,Florian,437
1979,College Spinea (VE),1028,Florian,437
1979,Marcadet (FRA),1082,Florian,437
1979,Gian Piero Reverberi,1492,Florian,437
1979,Georges Granier,1743,Florian,437
1979,Andrea Casarin,1627,Florian,437
1979,Loredana Berté,107,Bandaberté,266
1979,CGD,926,Bandaberté,266
1979,Il Mulino Anzano (CO),1066,Bandaberté,266
1979,Mario Lavezzi,1327,Bandaberté,266
1979,Mario Lavezzi,1532,Bandaberté,266
1979,Tony Mimms,1597,Bandaberté,266
1979,Piero Bravin,1934,Bandaberté,266
1979,Marco Inzadi,2062,Bandaberté,266
1979,Gianni Dall'Aglio,2149,Bandaberté,266
1979,Walter Calloni,2278,Bandaberté,266
1979,Bob Callero,2305,Bandaberté,266
1979,Julius Farmer,2364,Bandaberté,266
1979,Massimo Spinosa,2382,Bandaberté,266
1979,Claudio Bazzari,2479,Bandaberté,266
1979,Stefano Pulga,2945,Bandaberté,266
1979,Julio Iglesias,100,Innamorarsi alla mia età,517
1979,CBS,923,Innamorarsi alla mia età,517
1979,Criteria (USA),1035,Innamorarsi alla mia età,517
1979,Sonoland (SPA),1134,Innamorarsi alla mia età,517
1979,Bob Castle,1653,Innamorarsi alla mia età,517
1979,Francesco De Gregori,64,Viva l'Italia,892
1979,RCA,976,Viva l'Italia,892
1979,Studi RCA Roma,1150,Viva l'Italia,892
1979,Andrew Loog Oldham,1216,Viva l'Italia,892
1979,David Sinclair Whitaker,1460,Viva l'Italia,892
1979,Phil Chapman,1930,Viva l'Italia,892
1979,Raffaele Cricchi,1945,Viva l'Italia,892
1979,Piero Mannucci	,2070,Viva l'Italia,892
1979,Jerry Shirley,3480,Viva l'Italia,892
1979,Mike Neville,3481,Viva l'Italia,892
1979,Phil Spencer,3482,Viva l'Italia,892
1979,Tommy Eyre,3483,Viva l'Italia,892
1979,Lucio Dalla,3128,Viva l'Italia,892
1979,Mina,130,Attila,261
1979,PDU,967,Attila,261
1979,La Basilica Milano,1070,Attila,261
1979,Vittorio Buffoli,1418,Attila,261
1979,Beppe Cantarelli,1438,Attila,261
1979,Celso Valli,1445,Attila,261
1979,Shel Shapiro,1588,Attila,261
1979,Nuccio Rinaldis,1909,Attila,261
1979,Ivano Fossati,98,La mia banda suona il rock,568
1979,RCA,974,La mia banda suona il rock,568
1979,Criteria (USA),1035,La mia banda suona il rock,568
1979,Giacomo Tosti,1287,La mia banda suona il rock,568
1980,Lucio Dalla,115,Dalla (LP),371
1980,RCA,974,Dalla (LP),371
1980,Stone Castle Carimate (CO),1140,Dalla (LP),371
1980,Alessandro Colombini,1213,Dalla (LP),371
1980,Ezio De Rosa,1715,Dalla (LP),371
1980,Mario Lovallo,1848,Dalla (LP),371
1980,Piero Mannucci,2070,Dalla (LP),371
1980,Marcello Spiridioni,2061,Dalla (LP),371
1980,Giovanni Pezzoli,2157,Dalla (LP),371
1980,Marco Nanni,2376,Dalla (LP),371
1980,Ricky Portera,2658,Dalla (LP),371
1980,Cecco La Notte,2473,Dalla (LP),371
1980,Paolo Del Conte,2629,Dalla (LP),371
1980,Aldo Banfi,2712,Dalla (LP),371
1980,Edoardo Bennato,46,Sono solo canzonette,797
1980,Ricordi,976,Sono solo canzonette,797
1980,Stone Castle Carimate (CO),1140,Sono solo canzonette,797
1980,Alessandro Colombini,1213,Sono solo canzonette,797
1980,Ezio De Rosa,1715,Sono solo canzonette,797
