Id,Label,nome,ruolo
3092,Flavio Boltro,Flavio Boltro,fiati
3093,Francesco Zennaro,Francesco Zennaro,fiati
3094,Franco Ambrosetti,Franco Ambrosetti,fiati
3095,Franco Marinacci,Franco Marinacci,fiati
3096,Gabriele Comeglio,Gabriele Comeglio,fiati
3097,Gaetano Zoccanali,Gaetano Zoccanali,fiati
3098,Gary Grant,Gary Grant,fiati
3099,Giancarlo Giannini,Giancarlo Giannini,fiati
3100,Giancarlo Parisi,Giancarlo Parisi,fiati
3101,Giancarlo Porro,Giancarlo Porro,fiati
3102,Gianluca Ambrosetti,Gianluca Ambrosetti,fiati
3103,Gianni Oddi,Gianni Oddi,fiati
3104,Gianpaolo Casati,Gianpaolo Casati,fiati
3105,Giorgio Massini,Giorgio Massini,fiati
3106,Giorgio Oddi,Giorgio Oddi,fiati
3107,Giovanni Di Stefano,Giovanni Di Stefano,fiati
3108,Giovanni Troversi,Giovanni Troversi,fiati
3109,Giulio Visibelli,Giulio Visibelli,fiati
3110,Giuseppe Di Stefano,Giuseppe Di Stefano,fiati
3111,Guido Corti,Guido Corti,fiati
3112,Guido Guidoboni,Guido Guidoboni,fiati
3113,Hugo Heredia,Hugo Heredia,fiati
3114,Isobel Griffiths,Isobel Griffiths,fiati
3115,Jack Hues,Jack Hues,fiati
3116,Jacopo Jacopetti,Jacopo Jacopetti,fiati
3117,James Senese,James Senese,fiati
3118,James Thompson,James Thompson,fiati
3119,Jean Pierre Vermeeren,Jean Pierre Vermeeren,fiati
3120,Jerry Hey,Jerry Hey,fiati
3474,John Hassell,John Hassell,fiati
3121,Justo Almario,Justo Almario,fiati
3122,Kenny Garrett,Kenny Garrett,fiati
3123,Kim Hutchcroft,Kim Hutchcroft,fiati
3124,Leonardo Carboni,Leonardo Carboni,fiati
3125,Leonardo Prete,Leonardo Prete,fiati
3126,Luca Signorini,Luca Signorini,fiati
3127,Luca Velotti,Luca Velotti,fiati
3128,Lucio Dalla,Lucio Dalla,fiati
3129,Marc Laferrière,Marc Laferrière,fiati
3130,Marco Brioschi,Marco Brioschi,fiati
3131,Marco Lepratto,Marco Lepratto,fiati
3132,Marco Tamburini,Marco Tamburini,fiati
3133,Marco Valentini,Marco Valentini,fiati
3134,Marco Zurzolo,Marco Zurzolo,fiati
3135,Mario Arcari,Mario Arcari,fiati
3136,Mario Corvini,Mario Corvini,fiati
3137,Mario Schiano,Mario Schiano,fiati
3138,Massimo Bozzi,Massimo Bozzi,fiati
3139,Massimo Pirone,Massimo Pirone,fiati
3140,Massimo Tassi,Massimo Tassi,fiati
3141,Maurizio Giammarco,Maurizio Giammarco,fiati
3142,Maurizio Piancastelli,Maurizio Piancastelli,fiati
3143,Mauro Malavasi,Mauro Malavasi,fiati
3144,Mauro Negri,Mauro Negri,fiati
3145,Mauro Parodi,Mauro Parodi,fiati
3146,Max Lugli,Max Lugli,fiati
3147,Michael Grassi,Michael Grassi,fiati
3148,Michael Rosen,Michael Rosen,fiati
3149,Michel Gaucher,Michel Gaucher,fiati
3150,Michela Calabrese D'Agostino,Michela Calabrese D'Agostino,fiati
3151,Michele Monestiroli,Michele Monestiroli,fiati
3152,Mike Applebaum,Mike Applebaum,fiati
3153,Natale Massara,Natale Massara,fiati
3154,Nicola Samale,Nicola Samale,fiati
3155,Ocarine di Budrio,Ocarine di Budrio,fiati
3156,Orazio Maugeri,Orazio Maugeri,fiati
3157,Paolo Barbieri,Paolo Barbieri,fiati
3158,Paolo Bighignoli,Paolo Bighignoli,fiati
3159,Paolo Fresu,Paolo Fresu,fiati
3160,Paolo Grazia,Paolo Grazia,fiati
3161,Paolo Panigada,Paolo Panigada,fiati
3162,Paride Sforza,Paride Sforza,fiati
3163,Peppe D'Argenzio,Peppe D'Argenzio,fiati
3164,Peppe Russo,Peppe Russo,fiati
3165,Pierluigi Salvi,Pierluigi Salvi,fiati
3166,Piero Odorici,Piero Odorici,fiati
3167,Pino Favale,Pino Favale,fiati
3168,Pino Morgan,Pino Morgan,fiati
3169,Pippo Colucci,Pippo Colucci,fiati
3170,Rino Ghiretti,Rino Ghiretti,fiati
3171,Robert Fix,Robert Fix,fiati
3172,Roberto Manuzzi,Roberto Manuzzi,fiati
3173,Roberto Mazin,Roberto Mazin,fiati
3174,Roberto Mazza,Roberto Mazza,fiati
3175,Roberto Rossi,Roberto Rossi,fiati
3176,Rodolfo Bianchi,Rodolfo Bianchi,fiati
3177,Rosario Guliani,Rosario Guliani,fiati
3178,Rossella Calvi,Rossella Calvi,fiati
3179,Rudy Migliardi,Rudy Migliardi,fiati
3180,Rudy Trevisi,Rudy Trevisi,fiati
3181,Samuele Bartolini,Samuele Bartolini,fiati
3182,Sandro Comini,Sandro Comini,fiati
3183,Sergio Del Mastro,Sergio Del Mastro,fiati
3184,Sergio Rigon,Sergio Rigon,fiati
3185,Simone Allione,Simone Allione,fiati
3186,Simone Toni,Simone Toni,fiati
3187,"Stefano ""Cocco"" Cantini","Stefano ""Cocco"" Cantini",fiati
3188,Stefano Catani,Stefano Catani,fiati
3189,Steve Tavaglione,Steve Tavaglione,fiati
3190,Tom Sheret,Tom Sheret,fiati
3191,Umberto Marcandalli,Umberto Marcandalli,fiati
3192,Wayne Jackson,Wayne Jackson,fiati
3193,Wayne Shorter,Wayne Shorter,fiati
3488,Adelio Cogliati,Adelio Cogliati,cori
3195,Adriano Pratesi,Adriano Pratesi,cori
3196,Agostino Penna,Agostino Penna,cori
3197,Aida Cooper,Aida Cooper,cori
3198,Aldo De Scalzi,Aldo De Scalzi,cori
3199,Alessandra Puglisi,Alessandra Puglisi,cori
3200,Alessandro Bono,Alessandro Bono,cori
3201,Alessandro Siccardi,Alessandro Siccardi,cori
3202,Alex Baroni,Alex Baroni,cori
3203,Alex Brown,Alex Brown,cori
3204,Alex Pani,Alex Pani,cori
3205,Alfredo Rapetti,Alfredo Rapetti,cori
3206,Amedeo Minghi,Amedeo Minghi,cori
3207,Andrea Bronston,Andrea Bronston,cori
3208,Andrea Parodi,Andrea Parodi,cori
3209,Andrea Sandri,Andrea Sandri,cori
3210,Angela Baraldi,Angela Baraldi,cori
3211,Angela Parisi,Angela Parisi,cori
3212,Angelo Zegna,Angelo Zegna,cori
3213,Anna Maria Di Marco,Anna Maria Di Marco,cori
3214,Annie Roberts,Annie Roberts,cori
3215,Antonella Bucci,Antonella Bucci,cori
3216,Antonella Melone,Antonella Melone,cori
3217,Antonella Pepe,Antonella Pepe,cori
3218,Antonello Corraduzza,Antonello Corraduzza,cori
3219,Antonio Carmona,Antonio Carmona,cori
3220,Antonio Galbiati,Antonio Galbiati,cori
3221,Arthur Miles,Arthur Miles,cori
3222,Arturo Zitelli,Arturo Zitelli,cori
3223,Augusto Giardino,Augusto Giardino,cori
3224,Baba Yaga,Baba Yaga,cori
3225,Baraonna,Baraonna,cori
3226,Barbara Cola,Barbara Cola,cori
3227,Beppe Dati,Beppe Dati,cori
3228,Beppe Gemelli,Beppe Gemelli,cori
3229,Beth Andersen,Beth Andersen,cori
3230,Betti Maineri,Betti Maineri,cori
3231,Betti Villani,Betti Villani,cori
3232,Betty Maineri,Betty Maineri,cori
3233,Betty Vittori,Betty Vittori,cori
3234,Carole Cook,Carole Cook,cori
3235,Carolina Balboni,Carolina Balboni,cori
3236,Carolina Cara,Carolina Cara,cori
3237,Cesare De Natale,Cesare De Natale,cori
3238,Chiara Iezzi,Chiara Iezzi,cori
3239,Cinzia Grimaldi,Cinzia Grimaldi,cori
3240,Clara Moroni,Clara Moroni,cori
3241,Claudio Balestra,Claudio Balestra,cori
3242,Claudio Guidetti,Claudio Guidetti,cori
3243,Claudio Mattone,Claudio Mattone,cori
3244,Coro Pietro Carapellucci,Coro Pietro Carapellucci,cori
3245,Cristiana Theodoli,Cristiana Theodoli,cori
3246,Cristina Montanari,Cristina Montanari,cori
3247,Dado Parisini,Dado Parisini,cori
3248,Danilo Amerio,Danilo Amerio,cori
3249,Danilo Bastoni,Danilo Bastoni,cori
3250,Dino Comolli,Dino Comolli,cori
3251,Dori Ghezzi,Dori Ghezzi,cori
3252,Edda Dell'Orso,Edda Dell'Orso,cori
3253,Edda Montanari,Edda Montanari,cori
3254,Eddy Napoli,Eddy Napoli,cori
3255,Edith Salazar,Edith Salazar,cori
3256,Edoardo Romano,Edoardo Romano,cori
3257,Edoardo Zegna,Edoardo Zegna,cori
3258,Elda Mescoli,Elda Mescoli,cori
3259,Eloisa Francia,Eloisa Francia,cori
3260,Emanuela Cortesi,Emanuela Cortesi,cori
3261,Emi Callina,Emi Callina,cori
3262,English Chamber Choir,English Chamber Choir,cori
3263,Enrico Papi,Enrico Papi,cori
3264,Enrico Ruggeri,Enrico Ruggeri,cori
3265,Enzo Meneghinello,Enzo Meneghinello,cori
3266,Ermanna Bacciglieri,Ermanna Bacciglieri,cori
3267,Eros Ramazzotti,Eros Ramazzotti,cori
3268,Fawzia Selama,Fawzia Selama,cori
3269,Filippo Bernardiello,Filippo Bernardiello,cori
3270,Filippo Martelli,Filippo Martelli,cori
3271,Fio Zanotti,Fio Zanotti,cori
3272,Francesca Alotta,Francesca Alotta,cori
3273,Francesca Balestracci,Francesca Balestracci,cori
3274,Francesca Schiavo,Francesca Schiavo,cori
3276,Francesco Yago Felleti,Francesco Yago Felleti,cori
3277,Gabriele Balducci,Gabriele Balducci,cori
3278,Gabriella Herklotz,Gabriella Herklotz,cori
3279,Gabriella Labate,Gabriella Labate,cori
3280,Gabriella Rinaldi,Gabriella Rinaldi,cori
3281,Geo Novi,Geo Novi,cori
3282,Giacomo Celentano,Giacomo Celentano,cori
3283,Giacomo Doro,Giacomo Doro,cori
3284,Gian Franco Fasano,Gian Franco Fasano,cori
3285,Giancarlo Balestra,Giancarlo Balestra,cori
3286,Giancarlo Grand,Giancarlo Grand,cori
3287,Gianna Cerchier,Gianna Cerchier,cori
3288,Gianni Belleno,Gianni Belleno,cori
3289,Gianni Demarin,Gianni Demarin,cori
3290,Gianni Morandi,Gianni Morandi,cori
3291,Gigi Camedda,Gigi Camedda,cori
3292,Ginevra Di Marco,Ginevra Di Marco,cori
3293,Ginger Brew,Ginger Brew,cori
3294,Gino Cogliandro,Gino Cogliandro,cori
3295,Gino Marielli,Gino Marielli,cori
3296,Giorgia,Giorgia,cori
3297,Giorgio Vanni,Giorgio Vanni,cori
3298,Giulia Combo,Giulia Combo,cori
3299,Giulia Fasolino,Giulia Fasolino,cori
3301,Giuseppe Gadau,Giuseppe Gadau,cori
3302,Giuseppe Rossetti,Giuseppe Rossetti,cori
3303,Giusy Grimaldi,Giusy Grimaldi,cori
3304,Graziana Borciani,Graziana Borciani,cori
3305,Guido Maria Marcelletti,Guido Maria Marcelletti,cori
3306,I Cantori Moderni di Alessandroni,I Cantori Moderni di Alessandroni,cori
3307,I Musicals,I Musicals,cori
3308,I Piccoli cantori di Milano,I Piccoli cantori di Milano,cori
3309,I ragazzi del coro di S. Anna,I ragazzi del coro di S. Anna,cori
3310,Ida Baldi,Ida Baldi,cori
3311,Irene Fornaciari,Irene Fornaciari,cori
3312,Iskra Mayorana,Iskra Mayorana,cori
3313,Iskra Menarini,Iskra Menarini,cori
3314,Ivano Fossati,Ivano Fossati,cori
3315,James Thompson,James Thompson,cori
3316,Jean Claude Burri,Jean Claude Burri,cori
3317,Jim Gilstrap,Jim Gilstrap,cori
3318,José Ma Guzman,José Ma Guzman,cori
3319,Juan Canovas,Juan Canovas,cori
3320,Julie Brannen,Julie Brannen,cori
3321,Katie & Carole,Katie & Carole,cori
3322,Katie Humble,Katie Humble,cori
3323,Katy Kisson,Katy Kisson,cori
3324,Lalla Francia,Lalla Francia,cori
3325,Lance Ellington,Lance Ellington,cori
3326,Lara Luppi,Lara Luppi,cori
3327,Laura Landi,Laura Landi,cori
3328,Laura Trentacarlini,Laura Trentacarlini,cori
3329,Laura Valente,Laura Valente,cori
3330,Lee Lewis,Lee Lewis,cori
3332,Lele Chiodi,Lele Chiodi,cori
3333,Lella Esposito,Lella Esposito,cori
3334,Leonardo Abbate,Leonardo Abbate,cori
3335,Leroy Osbourne,Leroy Osbourne,cori
3336,Les Mysteres des Voix Bulgares,Les Mysteres des Voix Bulgares,cori
3337,Letizia Mongelli,Letizia Mongelli,cori
3338,Linda Wesley,Linda Wesley,cori
3339,Lisa Hunt,Lisa Hunt,cori
3340,Livio Macoratti,Livio Macoratti,cori
3341,Lola Feghaly,Lola Feghaly,cori
3342,Loredana Maiuri,Loredana Maiuri,cori
3343,Luana Heredia,Luana Heredia,cori
3344,Luca Jurman,Luca Jurman,cori
3345,Luca Nesti,Luca Nesti,cori
3346,Luciano Genovesi,Luciano Genovesi,cori
3347,Luciano Pavarotti,Luciano Pavarotti,cori
3348,Luvi De André,Luvi De André,cori
3349,Lynn Davis,Lynn Davis,cori
3350,Maisa Hens,Maisa Hens,cori
3351,Malcolm McDonald,Malcolm McDonald,cori
3352,Mara Cubeddu,Mara Cubeddu,cori
3353,Marcello De Toffoli,Marcello De Toffoli,cori
3354,Marco Carena,Marco Carena,cori
3355,Marco Del Bue,Marco Del Bue,cori
3356,Marco Ferradini,Marco Ferradini,cori
3357,Marco Manzani,Marco Manzani,cori
3358,Margherita Ragnetti,Margherita Ragnetti,cori
3359,Maria Pia De Vito,Maria Pia De Vito,cori
3360,Maria Short,Maria Short,cori
3361,Marina Balestrieri,Marina Balestrieri,cori
3362,Marina Marazzi,Marina Marazzi,cori
3363,Mario Balducci,Mario Balducci,cori
3364,Mario Fabrini,Mario Fabrini,cori
3365,Mario Lavezzi,Mario Lavezzi,cori
3366,Massimiliano Pani,Massimiliano Pani,cori
3367,Massimo Bozzi,Massimo Bozzi,cori
3368,Massimo Rastrelli,Massimo Rastrelli,cori
3369,Matteo Marini,Matteo Marini,cori
3370,Matteo Vignarelli,Matteo Vignarelli,cori
3371,Mauro Balestra,Mauro Balestra,cori
3372,Mauro Balletti,Mauro Balletti,cori
3373,Mauro Mengoli,Mauro Mengoli,cori
3374,Milena Neri,Milena Neri,cori
3375,Mino Vergnaghi,Mino Vergnaghi,cori
3376,Mint Juleps,Mint Juleps,cori
3377,Mirko Setaro,Mirko Setaro,cori
3378,Monica Magnani,Monica Magnani,cori
3379,Monica Reed,Monica Reed,cori
3380,Moreno Ferrara,Moreno Ferrara,cori
3381,Nadia Biondini,Nadia Biondini,cori
3382,Naimy Hackett,Naimy Hackett,cori
3383,Nando Bonini,Nando Bonini,cori
3384,Niccolò Theodoli,Niccolò Theodoli,cori
3385,Nico Di Palo,Nico Di Palo,cori
3386,Nora Orlandi,Nora Orlandi,cori
3387,Omero da Fano,Omero da Fano,cori
3388,Ona Onabule,Ona Onabule,cori
3389,Ornella Cherubini,Ornella Cherubini,cori
3390,Oscar Prudente,Oscar Prudente,cori
3391,Oscar Valdambrini,Oscar Valdambrini,cori
3392,Paola Cippi,Paola Cippi,cori
3393,Paola Folli,Paola Folli,cori
3394,Paola Iezzi,Paola Iezzi,cori
3395,Paola Massari,Paola Massari,cori
3396,Paola Orlandi,Paola Orlandi,cori
3397,Paola Repele,Paola Repele,cori
3398,Paola Turci,Paola Turci,cori
3399,Paola Valente,Paola Valente,cori
3400,"Paolo ""Pau"" Bruni","Paolo ""Pau"" Bruni",cori
3401,Paolo Russo,Paolo Russo,cori
3402,Pasquale Sghembri,Pasquale Sghembri,cori
3403,Patrizia Giordano,Patrizia Giordano,cori
3404,Patrizia Saitta,Patrizia Saitta,cori
3405,Paul Rosette,Paul Rosette,cori
3406,Philip Ingram,Philip Ingram,cori
3407,Piero Azul,Piero Azul,cori
3408,Piero Cassano,Piero Cassano,cori
3409,Piero Montanari,Piero Montanari,cori
3410,Raf,Raf,cori
3411,Rama Brew,Rama Brew,cori
3412,Renzo Meneghinello,Renzo Meneghinello,cori
3467,Riccardo Cocciante,Riccardo Cocciante,cori
3413,Riccardo Maiorani,Riccardo Maiorani,cori
3414,Ricky Belloni,Ricky Belloni,cori
3415,Ridillo,Ridillo,cori
3416,Roberta Faccani,Roberta Faccani,cori
3417,Roberta Longhi,Roberta Longhi,cori
3418,Roberto Baldi,Roberto Baldi,cori
3419,Roberto Buti,Roberto Buti,cori
3420,Roberto Costa,Roberto Costa,cori
3421,Roberto Oreti,Roberto Oreti,cori
3422,Rosalinda Celentano,Rosalinda Celentano,cori
3423,Rosana,Rosana,cori
3424,Rosita Celentano,Rosita Celentano,cori
3425,Rossana Casale,Rossana Casale,cori
3426,Rossella Corsi,Rossella Corsi,cori
3427,Rossella Graziani,Rossella Graziani,cori
3428,Rossella Ruini,Rossella Ruini,cori
3429,Salvatore Scala,Salvatore Scala,cori
3430,Samuele Cerri,Samuele Cerri,cori
3431,Saverio Grandi,Saverio Grandi,cori
3432,Serena Balestracci,Serena Balestracci,cori
3433,Sharon May Linn,Sharon May Linn,cori
3434,Sheu Tanimowo,Sheu Tanimowo,cori
3435,Shirley Goss,Shirley Goss,cori
3436,Silvia Beltrami,Silvia Beltrami,cori
3437,Silvia Donati,Silvia Donati,cori
3438,Silvia Mezzanotte,Silvia Mezzanotte,cori
3439,Silvia Paggi,Silvia Paggi,cori
3440,Silvio Pozzoli,Silvio Pozzoli,cori
3441,Simona Pirone,Simona Pirone,cori
3442,Simone Bartolini,Simone Bartolini,cori
3443,Simonetta Robbiani,Simonetta Robbiani,cori
3444,Sol Pilas,Sol Pilas,cori
3445,Sophie Rubiella,Sophie Rubiella,cori
3446,Stefania Bimbi,Stefania Bimbi,cori
3447,Stefania Del Prete,Stefania Del Prete,cori
3448,Stefano Anselmo,Stefano Anselmo,cori
3449,Stefano Bozzetti,Stefano Bozzetti,cori
3450,Stefano De Maco,Stefano De Maco,cori
3451,Susanna Campisi,Susanna Campisi,cori
3452,Suzy Wender,Suzy Wender,cori
3453,Tessa Niles,Tessa Niles,cori
3454,Tony Coradduzza,Tony Coradduzza,cori
3455,Ugo Norsa,Ugo Norsa,cori
3456,Umberto Tozzi,Umberto Tozzi,cori
3457,Vanda Radicchi,Vanda Radicchi,cori
3458,Vincenzo Di Toma,Vincenzo Di Toma,cori
3459,Vocinblù,Vocinblù,cori
3460,Wuebo,Wuebo,cori
