Id,Label,nome,ruolo
1223,Arthur Zitelli,Arthur Zitelli,produttore
1224,Beppe D'Onghia,Beppe D'Onghia,produttore
1225,Beppe Quirici,Beppe Quirici,produttore
1226,Bob Lumbroso,Bob Lumbroso,produttore
1227,Bruno Mariani,Bruno Mariani,produttore
1228,Calychantus,Calychantus,produttore
1229,Carlo Alberto Rossi,Carlo Alberto Rossi,produttore
1230,Carlo Avitabile,Carlo Avitabile,produttore
1231,Carlo Bixio,Carlo Bixio,produttore
1232,Carlos Alomar,Carlos Alomar,produttore
1233,Carmelo La Bionda,Carmelo La Bionda,produttore
1234,Celso Valli,Celso Valli,produttore
1235,Claudio Cecchetto,Claudio Cecchetto,produttore
1236,Claudio Dentes (Otar Bolivecic),Claudio Dentes (Otar Bolivecic),produttore
1237,Claudio Fabi,Claudio Fabi,produttore
1238,Claudio Mattone,Claudio Mattone,produttore
1239,Claudio Rego,Claudio Rego,produttore
1240,Conny Plank,Conny Plank,produttore
1241,Corrado Bacchelli,Corrado Bacchelli,produttore
1242,Corrado Rustici,Corrado Rustici,produttore
1243,Curtis Drake,Curtis Drake,produttore
1244,Dado Parisini,Dado Parisini,produttore
1245,Danny Besquet,Danny Besquet,produttore
1246,Dario Farina,Dario Farina,produttore
1247,Dario Tribello,Dario Tribello,produttore
1248,David M. Allen,David M. Allen,produttore
1249,David Sabiu,David Sabiu,produttore
1250,David Sancious,David Sancious,produttore
1251,David White,David White,produttore
1252,David Zard,David Zard,produttore
1253,Del Newman,Del Newman,produttore
1254,Del Taylor,Del Taylor,produttore
1255,Dodo Veroli,Dodo Veroli,produttore
1256,Dory Zard,Dory Zard,produttore
1257,Edoardo Vianello,Edoardo Vianello,produttore
1258,Elio Borroni,Elio Borroni,produttore
1259,Elio D'Anna,Elio D'Anna,produttore
1260,Emanuele Ruffinengo,Emanuele Ruffinengo,produttore
1261,Enrico Fusco,Enrico Fusco,produttore
1262,Enrico La Falce,Enrico La Falce,produttore
1263,Enrico Maghenzani,Enrico Maghenzani,produttore
1264,Enzo Riccardi,Enzo Riccardi,produttore
1265,Eric Buffat,Eric Buffat,produttore
1266,Ezio Leoni,Ezio Leoni,produttore
1267,Fabio Coppini,Fabio Coppini,produttore
1268,Fabrizio Barbacci,Fabrizio Barbacci,produttore
1269,Fabrizio De André,Fabrizio De André,produttore
1270,Federico Monti Arduini (Il Guardiano del Faro),Federico Monti Arduini (Il Guardiano del Faro),produttore
1271,Felice Piccaredda,Felice Piccaredda,produttore
1272,Ferruccio Ricordi,Ferruccio Ricordi,produttore
1273,Filippo Raspanti,Filippo Raspanti,produttore
1274,Fio Zanotti,Fio Zanotti,produttore
1275,Francesco Anselmo,Francesco Anselmo,produttore
1276,Francesco Messina,Francesco Messina,produttore
1277,Francesco Virlinzi,Francesco Virlinzi,produttore
1278,Franco De Lucia,Franco De Lucia,produttore
1279,Franco Godi,Franco Godi,produttore
1280,Franco Migliacci,Franco Migliacci,produttore
1281,Frank Minola,Frank Minola,produttore
1282,Furio Bozzetti,Furio Bozzetti,produttore
1283,Gabriele Varano,Gabriele Varano,produttore
1284,Garland Jeffreys,Garland Jeffreys,produttore
1285,Geoff Westley,Geoff Westley,produttore
1286,Gepy & Gepy (Giampiero Scalamogna),Gepy & Gepy (Giampiero Scalamogna),produttore
1287,Giacomo Tosti,Giacomo Tosti,produttore
1288,Gian Piero Reverberi,Gian Piero Reverberi,produttore
1289,Giancarlo Bigazzi,Giancarlo Bigazzi,produttore
1290,Giancarlo Chiaramello,Giancarlo Chiaramello,produttore
1291,Giancarlo Lucariello,Giancarlo Lucariello,produttore
1292,Giancarlo Sorio,Giancarlo Sorio,produttore
1293,Gianfranco Lombardi,Gianfranco Lombardi,produttore
1294,Gianluca Camporesi,Gianluca Camporesi,produttore
1295,Gianluca Podio,Gianluca Podio,produttore
1296,Gianluigi Guarnieri,Gianluigi Guarnieri,produttore
1297,Gianni Belleno,Gianni Belleno,produttore
1298,Gianni Daldello,Gianni Daldello,produttore
1299,Gianni Marsili,Gianni Marsili,produttore
1300,Gianni Massari,Gianni Massari,produttore
1301,Gianni Sanjust,Gianni Sanjust,produttore
1302,Gigi Menegazzi,Gigi Menegazzi,produttore
1303,Giorgio Conte,Giorgio Conte,produttore
1304,Giovanni Piazzi,Giovanni Piazzi,produttore
1305,Giuseppe Giacchi,Giuseppe Giacchi,produttore
1306,Glezos Alberganti,Glezos Alberganti,produttore
1307,Greg Mathieson,Greg Mathieson,produttore
1308,Greg Walsh,Greg Walsh,produttore
1309,Guido Elmi,Guido Elmi,produttore
1310,Ivano Fossati,Ivano Fossati,produttore
1311,Ivo Callegari,Ivo Callegari,produttore
1312,James Nebb,James Nebb,produttore
1313,Larry Pignagnoli,Larry Pignagnoli,produttore
1314,Leonardo De Amicis,Leonardo De Amicis,produttore
1408,Lorenzo Ternelli (Telonio),Lorenzo Ternelli (Telonio),produttore
1315,Luca Cersosimo,Luca Cersosimo,produttore
1316,Luciano Ninzatti,Luciano Ninzatti,produttore
1317,Luciano Torani,Luciano Torani,produttore
1318,Lucio Battisti,Lucio Battisti,produttore
1319,Lucio Dalla,Lucio Dalla,produttore
1320,Marco Falagiani,Marco Falagiani,produttore
1321,Marco Guarnerio,Marco Guarnerio,produttore
1322,Marco Luberti,Marco Luberti,produttore
1323,Marco Marati,Marco Marati,produttore
1324,Marco Patrignani,Marco Patrignani,produttore
1325,Maria Laura Giulietti,Maria Laura Giulietti,produttore
1326,Marie Parrocel,Marie Parrocel,produttore
1327,Mario Lavezzi,Mario Lavezzi,produttore
1328,Mario Zampa,Mario Zampa,produttore
1329,Massimiliano Pani,Massimiliano Pani,produttore
1330,Massimo Bernardi,Massimo Bernardi,produttore
1331,Massimo Luca,Massimo Luca,produttore
1332,Massimo Varini,Massimo Varini,produttore
1333,Massimo Volpe,Massimo Volpe,produttore
1334,Maurizio Biancani,Maurizio Biancani,produttore
1335,Maurizio Fabrizio,Maurizio Fabrizio,produttore
1336,Maurizio Salvadori,Maurizio Salvadori,produttore
1337,Mauro Cauchi,Mauro Cauchi,produttore
1338,Mauro Malavasi,Mauro Malavasi,produttore
1339,Mauro Pagani,Mauro Pagani,produttore
1340,Mauro Paoluzzi,Mauro Paoluzzi,produttore
1341,Mauro Spina,Mauro Spina,produttore
1342,Michelangelo Romano,Michelangelo Romano,produttore
1343,Michele Centonze,Michele Centonze,produttore
1344,Michele Del Vecchio,Michele Del Vecchio,produttore
1345,Michele Torpedine,Michele Torpedine,produttore
1346,Miki Del Prete,Miki Del Prete,produttore
1347,Mogol,Mogol,produttore
1348,Moreno Ferrara,Moreno Ferrara,produttore
1349,Nanni Ricordi,Nanni Ricordi,produttore
1350,Ottavio Bacciocchi,Ottavio Bacciocchi,produttore
1351,Paolo Amerigo Cassella,Paolo Amerigo Cassella,produttore
1352,Paolo Dossena,Paolo Dossena,produttore
1353,Paolo Gianolio,Paolo Gianolio,produttore
1354,Paolo Tofani,Paolo Tofani,produttore
1355,Pasquale Minieri,Pasquale Minieri,produttore
1356,Patrice Cramer,Patrice Cramer,produttore
1357,Penelope,Penelope,produttore
1358,Peppe Vessicchio,Peppe Vessicchio,produttore
1359,Phil Palmer,Phil Palmer,produttore
1360,Phil Ramone,Phil Ramone,produttore
1361,Pier Farri,Pier Farri,produttore
1362,Pier L. Forlani,Pier L. Forlani,produttore
1363,Pier Michelatti,Pier Michelatti,produttore
1364,Pier Paolo Peroni,Pier Paolo Peroni,produttore
1365,Piero Cassano,Piero Cassano,produttore
1366,Piero Colasanti,Piero Colasanti,produttore
1367,Piero Fabrizi,Piero Fabrizi,produttore
1368,Piero Milesi,Piero Milesi,produttore
1369,Piero Pintucci,Piero Pintucci,produttore
1370,Pietro Pellegrini,Pietro Pellegrini,produttore
1371,Pino Daniele,Pino Daniele,produttore
1372,Pino Longobardi,Pino Longobardi,produttore
1373,Pino Massara,Pino Massara,produttore
1374,Salvatore Fabrizio,Salvatore Fabrizio,produttore
1375,Ramon Arcusa,Ramon Arcusa,produttore
1376,Renato Serio,Renato Serio,produttore
1377,Renzo Cremonini,Renzo Cremonini,produttore
1378,Renzo Fantini,Renzo Fantini,produttore
1379,Rhett Lawrence,Rhett Lawrence,produttore
1380,Riccardo Rinetti,Riccardo Rinetti,produttore
1381,Riccardo Sinigallia,Riccardo Sinigallia,produttore
1382,Rick Parashar,Rick Parashar,produttore
1383,Roberto Cacciapaglia,Roberto Cacciapaglia,produttore
1384,Roberto Casini,Roberto Casini,produttore
1385,Roberto Colombo,Roberto Colombo,produttore
1386,Roberto Corrado,Roberto Corrado,produttore
1387,Roberto Costa,Roberto Costa,produttore
1388,Roberto Dané,Roberto Dané,produttore
1389,Roberto Formentini,Roberto Formentini,produttore
1390,Roberto Pivoli,Roberto Pivoli,produttore
1391,Roberto Puleo,Roberto Puleo,produttore
1392,Roberto Terzani,Roberto Terzani,produttore
1393,Rodolfo Bianchi,Rodolfo Bianchi,produttore
1394,Rolando D'Angeli,Rolando D'Angeli,produttore
1395,Ross Cullum,Ross Cullum,produttore
1396,Ruggero Cini,Ruggero Cini,produttore
1397,Salvatore Stellita,Salvatore Stellita,produttore
1398,Sandy Hoover,Sandy Hoover,produttore
1399,Serge Perathoner,Serge Perathoner,produttore
1400,Sergio Bardotti,Sergio Bardotti,produttore
1401,Shel Shapiro,Shel Shapiro,produttore
1402,Spartero Di Mattei,Spartero Di Mattei,produttore
1403,Stefano D'Orazio,Stefano D'Orazio,produttore
1404,Stefano De Maio,Stefano De Maio,produttore
1405,Stefano Grillini,Stefano Grillini,produttore
1406,Stefano Senesi,Stefano Senesi,produttore
1407,Stephen W. Tayler,Stephen W. Tayler,produttore
1409,Tony Mimms,Tony Mimms,produttore
1410,Totò Savio,Totò Savio,produttore
1411,Umberto Jervolino,Umberto Jervolino,produttore
1412,Umberto Zappa,Umberto Zappa,produttore
1413,Valerio Soave,Valerio Soave,produttore
1414,Vince Tempera,Vince Tempera,produttore
1415,Vincenzo Mancuso,Vincenzo Mancuso,produttore
1416,Vincenzo Micocci,Vincenzo Micocci,produttore
1417,Vito Tommaso,Vito Tommaso,produttore
1418,Vittorio Buffoli,Vittorio Buffoli,produttore
1419,Vittorio Cosma,Vittorio Cosma,produttore
1420,Willy David,Willy David,produttore
1421,Wladimiro Albera,Wladimiro Albera,produttore
1422,Adelmo Musso,Adelmo Musso,arrangiatore
1423,Adriano Pennino,Adriano Pennino,arrangiatore
1424,Alain Goraguer,Alain Goraguer,arrangiatore
1425,Alberto Baldan Bembo,Alberto Baldan Bembo,arrangiatore
1426,Aldo Mercurio,Aldo Mercurio,arrangiatore
1427,Alessandro Blonksteiner,Alessandro Blonksteiner,arrangiatore
1428,Amedeo Minghi,Amedeo Minghi,arrangiatore
1429,Andrea Braido,Andrea Braido,arrangiatore
1430,Angel Pocho Gatti,Angel Pocho Gatti,arrangiatore
1431,Angelo Franchi,Angelo Franchi,arrangiatore
1432,Angelo Giacomazzi,Angelo Giacomazzi,arrangiatore
1434,Antonio Coggio,Antonio Coggio,arrangiatore
1435,Antonio Sinagra,Antonio Sinagra,arrangiatore
1436,Armando Trovajoli,Armando Trovajoli,arrangiatore
1437,Augusto Martelli,Augusto Martelli,arrangiatore
1438,Beppe Cantarelli,Beppe Cantarelli,arrangiatore
1439,Berto Pisano,Berto Pisano,arrangiatore
1440,Bill Conti,Bill Conti,arrangiatore
1441,Bob Mitchell,Bob Mitchell,arrangiatore
1442,Bruno Canfora,Bruno Canfora,arrangiatore
1443,Bruno Mariani,Bruno Mariani,arrangiatore
1444,Carlo Pes,Carlo Pes,arrangiatore
1445,Celso Valli,Celso Valli,arrangiatore
1446,Cesare De Natale,Cesare De Natale,arrangiatore
1447,Charlie Ricanek,Charlie Ricanek,arrangiatore
1448,Cladestino,Cladestino,arrangiatore
1449,Claude Denjean,Claude Denjean,arrangiatore
1450,Claudio Fabi,Claudio Fabi,arrangiatore
1451,Claudio Guidetti,Claudio Guidetti,arrangiatore
1452,Claudio Mattone,Claudio Mattone,arrangiatore
1453,Claudio Pascoli,Claudio Pascoli,arrangiatore
1454,Corrado Rustici,Corrado Rustici,arrangiatore
1455,Dado Parisini,Dado Parisini,arrangiatore
1456,Danilo Madonia,Danilo Madonia,arrangiatore
1457,Dario Baldan Bembo,Dario Baldan Bembo,arrangiatore
1458,David Rose,David Rose,arrangiatore
1459,David Sabiu,David Sabiu,arrangiatore
1460,David Sinclair Whitaker,David Sinclair Whitaker,arrangiatore
1461,Davide Romani,Davide Romani,arrangiatore
1462,Demo Morselli,Demo Morselli,arrangiatore
1463,Detto Mariano,Detto Mariano,arrangiatore
1464,Dino D'Autorio,Dino D'Autorio,arrangiatore
1465,Emanuele Ruffinengo,Emanuele Ruffinengo,arrangiatore
1466,Ennio Morricone,Ennio Morricone,arrangiatore
1467,Enrico Intra,Enrico Intra,arrangiatore
1468,Enrico La Falce,Enrico La Falce,arrangiatore
1469,Enrico Polito,Enrico Polito,arrangiatore
1470,Enrico Prandi,Enrico Prandi,arrangiatore
1471,Enrico Riccardi,Enrico Riccardi,arrangiatore
1472,Enrico Simonetti,Enrico Simonetti,arrangiatore
1473,Enzo Ceragioli,Enzo Ceragioli,arrangiatore
1474,Enzo Jannacci,Enzo Jannacci,arrangiatore
1475,Ernesto Migliacci,Ernesto Migliacci,arrangiatore
1476,Ezio Leoni,Ezio Leoni,arrangiatore
1477,Fabio Colasanti,Fabio Colasanti,arrangiatore
1478,Fabrizio Intra,Fabrizio Intra,arrangiatore
1479,Fio Zanotti,Fio Zanotti,arrangiatore
1480,Flavio Bocci,Flavio Bocci,arrangiatore
1481,Francesco Bruno,Francesco Bruno,arrangiatore
1482,Franco Brambilla,Franco Brambilla,arrangiatore
1483,Franco Finetti,Franco Finetti,arrangiatore
1484,Franco Monaldi,Franco Monaldi,arrangiatore
1485,Franco Orlandini,Franco Orlandini,arrangiatore
1486,Franco Pisano,Franco Pisano,arrangiatore
1487,Franco Tadini,Franco Tadini,arrangiatore
1488,Gabriele Comeglio,Gabriele Comeglio,arrangiatore
1489,Geoff Westley,Geoff Westley,arrangiatore
1490,Giampiero Boneschi,Giampiero Boneschi,arrangiatore
1491,Gian Franco Reverberi,Gian Franco Reverberi,arrangiatore
1492,Gian Piero Reverberi,Gian Piero Reverberi,arrangiatore
1493,Giancarlo Sorio,Giancarlo Sorio,arrangiatore
1494,Gianfranco Intra,Gianfranco Intra,arrangiatore
1495,Gianfranco Lombardi,Gianfranco Lombardi,arrangiatore
1496,Gianfranco Plenizio,Gianfranco Plenizio,arrangiatore
1497,Gianluca Podio,Gianluca Podio,arrangiatore
1498,Gianni Ferrio,Gianni Ferrio,arrangiatore
1499,Gianni Marchetti,Gianni Marchetti,arrangiatore
1500,Gianni Oddi,Gianni Oddi,arrangiatore
1501,Gianni Salvatori,Gianni Salvatori,arrangiatore
1502,Gigi De Rienzo,Gigi De Rienzo,arrangiatore
1503,Gino Negri,Gino Negri,arrangiatore
1504,Giorgio Agazzi,Giorgio Agazzi,arrangiatore
1505,Giorgio Casellato,Giorgio Casellato,arrangiatore
1506,Giorgio Gaslini,Giorgio Gaslini,arrangiatore
1595,Giorgio Theo Spagna,Giorgio Theo Spagna,arrangiatore
1507,Giorgio Vacchi,Giorgio Vacchi,arrangiatore
1508,Giovanni Tommaso,Giovanni Tommaso,arrangiatore
1509,Giulio Libano,Giulio Libano,arrangiatore
1510,Giuseppe Mazzuca,Giuseppe Mazzuca,arrangiatore
1511,Giusto Pio,Giusto Pio,arrangiatore
1512,Greg Mathieson,Greg Mathieson,arrangiatore
1513,Greg Walsh,Greg Walsh,arrangiatore
1514,Guido De Angelis,Guido De Angelis,arrangiatore
1515,Guido Elmi,Guido Elmi,arrangiatore
1516,Guido Tommaso,Guido Tommaso,arrangiatore
1517,Iller Pattacini,Iller Pattacini,arrangiatore
1518,Ivano Fossati,Ivano Fossati,arrangiatore
1519,Jay Graydon,Jay Graydon,arrangiatore
1520,Joe Amoruso,Joe Amoruso,arrangiatore
1521,Luca Cersosimo,Luca Cersosimo,arrangiatore
1522,Luca Sideras,Luca Sideras,arrangiatore
1523,Luciano Luisi,Luciano Luisi,arrangiatore
1524,Luciano Ninzatti,Luciano Ninzatti,arrangiatore
1525,Luigi Schiavone,Luigi Schiavone,arrangiatore
1526,Luis Bacalov,Luis Bacalov,arrangiatore
1527,Marcello Minerbi,Marcello Minerbi,arrangiatore
1528,Marco Falagiani,Marco Falagiani,arrangiatore
1529,Marco Petriaggi,Marco Petriaggi,arrangiatore
1530,Mariella Nava,Mariella Nava,arrangiatore
1531,Mario De Monte,Mario De Monte,arrangiatore
1532,Mario Lavezzi,Mario Lavezzi,arrangiatore
1533,Mario Manzani,Mario Manzani,arrangiatore
1534,Mario Robbiani,Mario Robbiani,arrangiatore
1535,Mario Zannini Quirini,Mario Zannini Quirini,arrangiatore
1536,Massimiliano Pani,Massimiliano Pani,arrangiatore
1537,Massimo Bozzi,Massimo Bozzi,arrangiatore
1538,Massimo Bubola,Massimo Bubola,arrangiatore
1539,Massimo Luca,Massimo Luca,arrangiatore
3462,Massimo Salerno,Massimo Salerno,arrangiatore
1540,Massimo Varini,Massimo Varini,arrangiatore
1541,Massimo Volpe,Massimo Volpe,arrangiatore
1542,Maurizio Bassi,Maurizio Bassi,arrangiatore
1543,Maurizio De Angelis,Maurizio De Angelis,arrangiatore
1544,Maurizio Fabrizio,Maurizio Fabrizio,arrangiatore
1545,Mauro Malavasi,Mauro Malavasi,arrangiatore
1546,Mauro Pagani,Mauro Pagani,arrangiatore
1547,Mauro Paoluzzi,Mauro Paoluzzi,arrangiatore
1549,Memphis Horns,Memphis Horns,arrangiatore
1550,Michele Ascolese,Michele Ascolese,arrangiatore
1551,Michele Fedrigotti,Michele Fedrigotti,arrangiatore
1552,Michele Santoro,Michele Santoro,arrangiatore
1553,Mike Abene,Mike Abene,arrangiatore
1554,Mike Applebaum,Mike Applebaum,arrangiatore
1555,Nando De Luca,Nando De Luca,arrangiatore
1556,Natale Massara,Natale Massara,arrangiatore
1557,Nicola Piovani,Nicola Piovani,arrangiatore
1558,Nicola Samale,Nicola Samale,arrangiatore
3464,Ninni Carucci,Ninni Carucci,arrangiatore
1559,Paki Canzi,Paki Canzi,arrangiatore
1560,Paolo Gianolio,Paolo Gianolio,arrangiatore
1561,Paolo Morelli,Paolo Morelli,arrangiatore
1562,Paolo Ormi,Paolo Ormi,arrangiatore
1563,Paolo Raffone,Paolo Raffone,arrangiatore
1564,Peppe Vessicchio,Peppe Vessicchio,arrangiatore
1565,Peter John Vettese,Peter John Vettese,arrangiatore
1566,Phil Palmer,Phil Palmer,arrangiatore
1567,Pier Farri,Pier Farri,arrangiatore
1568,Piero Milesi,Piero Milesi,arrangiatore
1569,Piero Piccioni,Piero Piccioni,arrangiatore
1570,Piero Pintucci,Piero Pintucci,arrangiatore
1571,Pietro Gosio,Pietro Gosio,arrangiatore
1572,Pino Calvi,Pino Calvi,arrangiatore
1573,Pino Presti,Pino Presti,arrangiatore
1574,Pinuccio Pirazzoli,Pinuccio Pirazzoli,arrangiatore
1575,Pippo Mazzuca,Pippo Mazzuca,arrangiatore
1576,Raniero Gaspari,Raniero Gaspari,arrangiatore
1577,Reddy Bobbio,Reddy Bobbio,arrangiatore
1578,Remo Licastro,Remo Licastro,arrangiatore
1579,Renato Serio,Renato Serio,arrangiatore
1580,Roberto Colombo,Roberto Colombo,arrangiatore
1581,Roberto Guarino,Roberto Guarino,arrangiatore
1582,Roberto Soffici,Roberto Soffici,arrangiatore
1583,Rocco Petruzzi,Rocco Petruzzi,arrangiatore
1584,Rudy Trevisi,Rudy Trevisi,arrangiatore
1585,Ruggero Cini,Ruggero Cini,arrangiatore
1586,Sauro Sili,Sauro Sili,arrangiatore
1587,Sergio Rendine,Sergio Rendine,arrangiatore
1588,Shel Shapiro,Shel Shapiro,arrangiatore
1589,Simon Luca (Alberto Favata),Simon Luca (Alberto Favata),arrangiatore
1590,Stefano Acqua,Stefano Acqua,arrangiatore
1591,Stefano Maglianensi,Stefano Maglianensi,arrangiatore
1592,Stefano Melone,Stefano Melone,arrangiatore
1593,Teddy Randazzo,Teddy Randazzo,arrangiatore
1594,The Memphis Horns,The Memphis Horns,arrangiatore
1596,Tony De Vita,Tony De Vita,arrangiatore
1597,Tony Mimms,Tony Mimms,arrangiatore
1598,Tony Monn,Tony Monn,arrangiatore
1599,Vangelis,Vangelis,arrangiatore
1600,Vittorio Bacchelli (Victor Bach),Vittorio Bacchelli (Victor Bach),arrangiatore
1601,Vince Tempera,Vince Tempera,arrangiatore
1602,Vittorio Buffoli,Vittorio Buffoli,arrangiatore
1603,Vittorio Cosma,Vittorio Cosma,arrangiatore
1604,Willy Brezza,Willy Brezza,arrangiatore
1605,Abramo Pesatori,Abramo Pesatori,mixer
1606,Adam Brown,Adam Brown,mixer
1607,Alan Douglas,Alan Douglas,mixer
1608,Alberto Boi,Alberto Boi,mixer
1609,Alberto Bonardi,Alberto Bonardi,mixer
1610,Alberto Brizzi,Alberto Brizzi,mixer
1611,Alberto Parodi,Alberto Parodi,mixer
1612,Alessandra Sillano,Alessandra Sillano,mixer
1613,Alessandro Benedetti,Alessandro Benedetti,mixer
1614,Alessandro Di Guglielmo,Alessandro Di Guglielmo,mixer
1615,Alessandro Franchin,Alessandro Franchin,mixer
1616,Alessandro Scala,Alessandro Scala,mixer
1617,Alessandro Volpi,Alessandro Volpi,mixer
1618,Alex Bagnoli,Alex Bagnoli,mixer
1619,Alex Rodriguez,Alex Rodriguez,mixer
1620,Alex Shirley,Alex Shirley,mixer
1622,Alfiero Massimini,Alfiero Massimini,mixer
1623,Alfio Galimberti,Alfio Galimberti,mixer
1624,Alfredo Di Muro,Alfredo Di Muro,mixer
1625,Allan Goldberg,Allan Goldberg,mixer
1626,Ambrogio Ferrario,Ambrogio Ferrario,mixer
1627,Andrea Casarin,Andrea Casarin,mixer
1628,Andrea Marchi,Andrea Marchi,mixer
1629,Andrea Salvato,Andrea Salvato,mixer
1630,Andrea Salvioli,Andrea Salvioli,mixer
1631,Andy Baker,Andy Baker,mixer
1632,Andy Haller,Andy Haller,mixer
1633,Andy Hendricksen,Andy Hendricksen,mixer
1634,Andy Nichols,Andy Nichols,mixer
1635,Angelo Marotto,Angelo Marotto,mixer
1636,Antonio Baglio,Antonio Baglio,mixer
1637,Antonio Coggio,Antonio Coggio,mixer
1638,Antonio Giampaoli,Antonio Giampaoli,mixer
1639,Antonio Manzi,Antonio Manzi,mixer
1640,Antonio Nocera,Antonio Nocera,mixer
1641,Antonio Pallone,Antonio Pallone,mixer
1642,Antonio Pisanello,Antonio Pisanello,mixer
1643,Antonio Rampotti,Antonio Rampotti,mixer
1645,Ashley Alexander,Ashley Alexander,mixer
1646,Aurelio Rossitto,Aurelio Rossitto,mixer
1647,Avril Mackintosh,Avril Mackintosh,mixer
1649,Benedict Fenner,Benedict Fenner,mixer
1650,Benedict Frassinelli,Benedict Frassinelli,mixer
1652,Bernard O'Reilly,Bernard O'Reilly,mixer
1653,Bob Castle,Bob Castle,mixer
1654,Brad Davis,Brad Davis,mixer
1655,Breth Swain,Breth Swain,mixer
1656,Brian Humpries,Brian Humpries,mixer
1657,Brian Tench,Brian Tench,mixer
1658,Bruno Malasoma,Bruno Malasoma,mixer
1659,Bruno Mariani,Bruno Mariani,mixer
1660,Carlo Assalini,Carlo Assalini,mixer
1661,Carlo De Nuzzo,Carlo De Nuzzo,mixer
1662,Carlo Martenet,Carlo Martenet,mixer
1663,Carlo Rossi,Carlo Rossi,mixer
1664,Carlo Santamaria,Carlo Santamaria,mixer
1665,Carlo Sferco,Carlo Sferco,mixer
1666,Carlo Umberto Rossi,Carlo Umberto Rossi,mixer
1667,Carmine Di,Carmine Di,mixer
1668,Cecce Scala,Cecce Scala,mixer
1669,Cedric Beatty,Cedric Beatty,mixer
1670,Celeste Frigo,Celeste Frigo,mixer
1671,Cesare De Natale,Cesare De Natale,mixer
1672,Chico Fusco,Chico Fusco,mixer
1673,Chris Bandy,Chris Bandy,mixer
1674,Christophe Bonno,Christophe Bonno,mixer
1675,Claudia Cortellesi,Claudia Cortellesi,mixer
1676,Claudio Budassi,Claudio Budassi,mixer
1677,Claudio Dentes (Otar Bolivecic),Claudio Dentes (Otar Bolivecic),mixer
1678,Claudio Morselli,Claudio Morselli,mixer
1679,Claudio Palombi,Claudio Palombi,mixer
1680,Claudio Pois,Claudio Pois,mixer
1681,Claudio Russo,Claudio Russo,mixer
1682,Conal,Conal,mixer
1683,Conny Plank,Conny Plank,mixer
1684,Cozette Roché,Cozette Roché,mixer
1685,Craig Vogel,Craig Vogel,mixer
1686,Crispin Retey,Crispin Retey,mixer
1687,Curtis Drake,Curtis Drake,mixer
1688,Damiano Antinori,Damiano Antinori,mixer
1689,Dan Duncan,Dan Duncan,mixer
1690,Daniele Falconi,Daniele Falconi,mixer
1691,Danilo Bastoni,Danilo Bastoni,mixer
1692,Danilo Morri,Danilo Morri,mixer
1693,Dario Caglioni,Dario Caglioni,mixer
1694,David Leonard,David Leonard,mixer
1695,Davide Marinone,Davide Marinone,mixer
1696,Davide Romani,Davide Romani,mixer
1697,Devon Rietveld,Devon Rietveld,mixer
1698,Dino Gelsomino,Dino Gelsomino,mixer
1699,Dominick Maita,Dominick Maita,mixer
1700,Eddie Offord,Eddie Offord,mixer
1701,Eliano Negri,Eliano Negri,mixer
1702,Emiliano Fantuzzi,Emiliano Fantuzzi,mixer
1708,Enzo Martella,Enzo Martella,mixer
3486,Enrico Chiaroni,Enrico Chiaroni,mixer
1704,Enrico La Falce,Enrico La Falce,mixer
1705,Enzo Geminiani,Enzo Geminiani,mixer
1706,Enzo Girone,Enzo Girone,mixer
1707,Enzo Maffione,Enzo Maffione,mixer
1709,"Enzo ""Titti"" Denna","Enzo ""Titti"" Denna",mixer
1710,Enzo Troiano,Enzo Troiano,mixer
1711,Eric Buffat,Eric Buffat,mixer
1712,Eriksen Desormiere,Eriksen Desormiere,mixer
1713,Esaù Remor,Esaù Remor,mixer
1714,Ethan Schofer,Ethan Schofer,mixer
1715,Ezio De Rosa,Ezio De Rosa,mixer
1716,Fabio Colasanti,Fabio Colasanti,mixer
1717,Fabio Patrignani,Fabio Patrignani,mixer
1718,Fabio Pezzola,Fabio Pezzola,mixer
1719,Fabrizio Bacherini,Fabrizio Bacherini,mixer
1720,Fabrizio Barbacci,Fabrizio Barbacci,mixer
1721,Fabrizio Facioni,Fabrizio Facioni,mixer
1722,Fabrizio Rovelli,Fabrizio Rovelli,mixer
1723,Fabrizio Simoncioni,Fabrizio Simoncioni,mixer
1724,Federico Savina,Federico Savina,mixer
1725,Filippo Gabbrielli,Filippo Gabbrielli,mixer
1726,Flaviano Pizzardi,Flaviano Pizzardi,mixer
1727,Francesco Leporatti,Francesco Leporatti,mixer
1728,Francesco Luzzi,Francesco Luzzi,mixer
1729,Franco Brambilla,Franco Brambilla,mixer
1730,Franco Cufone,Franco Cufone,mixer
1731,Franco Finetti,Franco Finetti,mixer
1732,Franco Patrignani,Franco Patrignani,mixer
1733,Franco Santamaria,Franco Santamaria,mixer
1734,Franco Uggeri,Franco Uggeri,mixer
1735,Franco Zorzi,Franco Zorzi,mixer
1736,Frank Filippetti,Frank Filippetti,mixer
1737,Frank Minella,Frank Minella,mixer
1738,Furio Bozzetti,Furio Bozzetti,mixer
1739,Gabriele Gigli,Gabriele Gigli,mixer
1740,Gaetano Iorio,Gaetano Iorio,mixer
1741,Gaetano Mariani,Gaetano Mariani,mixer
1742,Gaetano Ria,Gaetano Ria,mixer
1743,Georges Granier,Georges Granier,mixer
1744,Giacomo Gatti,Giacomo Gatti,mixer
